path,has_face,label,probs
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0428.png,1,fake,"[0.22907789051532745, 0.7709221243858337]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0674.png,1,fake,"[2.6122513929749402e-08, 1.0]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0963.png,1,real,"[0.9976949095726013, 0.002305061789229512]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0565.png,1,real,"[1.0, 5.53201431330308e-08]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0972.png,1,real,"[1.0, 6.306024634687807e-18]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0090.png,1,fake,"[0.003115244209766388, 0.9968847632408142]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0290.png,1,real,"[0.7957995533943176, 0.20420049130916595]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0862.png,1,real,"[0.9999996423721313, 3.5885216220776783e-07]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0184.png,1,fake,"[3.118618110420357e-07, 0.9999996423721313]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0072.png,1,real,"[1.0, 2.7364967695491573e-17]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0938.png,1,real,"[0.9982849955558777, 0.0017150146886706352]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0388.png,1,real,"[0.9790686368942261, 0.0209314227104187]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0085.png,1,real,"[0.9399740099906921, 0.06002606451511383]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0461.png,1,real,"[0.9999973773956299, 2.6233067274006316e-06]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0884.png,1,real,"[0.9550876021385193, 0.0449124351143837]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0494.png,1,real,"[0.9990251064300537, 0.0009748947340995073]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0525.png,1,real,"[0.9867254495620728, 0.013274517841637135]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0956.png,1,real,"[0.9999572038650513, 4.2833780753426254e-05]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0159.png,1,fake,"[0.001476686680689454, 0.9985232949256897]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0766.png,1,fake,"[2.865435635612812e-05, 0.9999713897705078]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0029.png,1,fake,"[0.1137477308511734, 0.886252224445343]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0747.png,1,real,"[1.0, 3.20194473149224e-13]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0173.png,1,real,"[0.5326399803161621, 0.4673600494861603]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0791.png,1,real,"[0.9999978542327881, 2.1098419438203564e-06]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0266.png,1,real,"[0.9990984201431274, 0.0009015772957354784]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0904.png,1,real,"[0.9941158294677734, 0.005884096492081881]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0864.png,1,real,"[0.8713230490684509, 0.12867695093154907]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0644.png,1,fake,"[0.20805856585502625, 0.7919414639472961]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0835.png,1,real,"[1.0, 1.1597767191062758e-08]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0860.png,1,real,"[0.9999994039535522, 5.409283403423615e-07]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0397.png,1,real,"[0.9412931799888611, 0.05870687589049339]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0785.png,1,real,"[0.9999985694885254, 1.397903474753548e-06]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0441.png,1,real,"[0.9999860525131226, 1.3905882951803505e-05]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0054.png,1,fake,"[0.00031926872907206416, 0.999680757522583]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0867.png,1,real,"[0.9999995231628418, 5.164328058526735e-07]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0137.png,1,real,"[0.9900718927383423, 0.009928053244948387]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0901.png,1,real,"[0.9935591816902161, 0.006440842058509588]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0778.png,1,real,"[1.0, 2.9565405679221612e-09]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0281.png,1,real,"[1.0, 2.813293209502632e-10]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0357.png,1,real,"[0.9999988079071045, 1.1737877230189042e-06]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0002.png,1,real,"[0.999901294708252, 9.871085057966411e-05]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0243.png,1,fake,"[0.006738430354744196, 0.9932615160942078]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0871.png,1,fake,"[8.969411584985876e-13, 1.0]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0645.png,1,fake,"[0.12115085870027542, 0.8788491487503052]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0001.png,1,real,"[0.9927091598510742, 0.007290788926184177]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0976.png,1,real,"[0.732490062713623, 0.26750990748405457]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0920.png,1,real,"[0.8862199783325195, 0.11378003656864166]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0028.png,1,real,"[0.9911277294158936, 0.008872231468558311]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0943.png,1,fake,"[0.05305398628115654, 0.9469459652900696]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0492.png,1,real,"[0.6519807577133179, 0.34801924228668213]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0252.png,1,real,"[0.7652793526649475, 0.2347206324338913]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0323.png,1,real,"[0.9891166090965271, 0.010883359238505363]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0223.png,1,real,"[0.9977197051048279, 0.002280306536704302]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0529.png,1,real,"[0.999916672706604, 8.333385630976409e-05]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0515.png,1,real,"[0.9918803572654724, 0.00811957661062479]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0144.png,1,real,"[0.9992427825927734, 0.0007572676986455917]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0117.png,1,real,"[0.9686391949653625, 0.03136080875992775]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0870.png,1,real,"[0.9890101552009583, 0.010989908128976822]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0849.png,1,real,"[0.9568119049072266, 0.043188150972127914]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0648.png,1,real,"[1.0, 1.8501744136756315e-08]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0370.png,1,fake,"[1.2694363459696838e-19, 1.0]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0947.png,1,fake,"[4.0777322283247486e-06, 0.9999959468841553]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0491.png,1,real,"[0.8283168077468872, 0.17168313264846802]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0304.png,1,real,"[0.965796172618866, 0.03420379012823105]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0987.png,1,fake,"[4.920102953526184e-13, 1.0]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0345.png,1,real,"[0.9910566806793213, 0.008943316526710987]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0003.png,1,real,"[1.0, 3.780256108143476e-08]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0031.png,1,fake,"[0.007439959328621626, 0.9925600290298462]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0964.png,1,fake,"[0.0007502346416004002, 0.9992497563362122]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0652.png,1,real,"[0.9980883002281189, 0.001911679282784462]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0869.png,1,real,"[0.9055631160736084, 0.09443683177232742]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0172.png,1,real,"[0.9999896287918091, 1.0316317457181867e-05]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0211.png,1,fake,"[9.8500802648237e-22, 1.0]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0470.png,1,real,"[0.7520118951797485, 0.24798810482025146]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0724.png,1,fake,"[0.004201619420200586, 0.9957984089851379]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0782.png,1,fake,"[1.8513223939975454e-11, 1.0]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0005.png,1,fake,"[4.022878056275658e-05, 0.9999598264694214]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0277.png,1,real,"[0.9999997615814209, 2.3451252673112322e-07]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0677.png,1,fake,"[0.00015028785855975002, 0.9998496770858765]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0399.png,1,fake,"[1.3362900429306146e-24, 1.0]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0914.png,1,fake,"[1.2524534089963096e-13, 1.0]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0506.png,1,real,"[1.0, 6.759712928294803e-11]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0520.png,1,real,"[0.9998846054077148, 0.00011542651918716729]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0613.png,1,real,"[0.9999872446060181, 1.2733308722090442e-05]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0699.png,1,real,"[0.999679684638977, 0.0003203361411578953]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0936.png,1,real,"[0.9999998807907104, 1.2945383787155151e-07]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0598.png,1,real,"[0.9999964237213135, 3.6203425679559587e-06]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0503.png,1,fake,"[1.780241376536651e-07, 0.9999998807907104]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0797.png,1,real,"[0.9994691014289856, 0.0005308828549459577]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0855.png,1,fake,"[3.024167199328076e-06, 0.9999970197677612]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0960.png,1,real,"[0.9999842643737793, 1.577454349899199e-05]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0563.png,1,real,"[0.9679104685783386, 0.032089538872241974]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0789.png,1,real,"[0.6402826905250549, 0.35971730947494507]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0649.png,1,real,"[0.9076451659202576, 0.09235488623380661]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0274.png,1,real,"[1.0, 1.5241488071637832e-08]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0132.png,1,real,"[0.9999997615814209, 2.1432131802612275e-07]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0474.png,1,real,"[0.9998905658721924, 0.00010946244583465159]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0844.png,1,real,"[0.9999996423721313, 3.454386501289264e-07]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0686.png,1,fake,"[0.0695553869009018, 0.9304446578025818]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0273.png,1,fake,"[0.0002616958227008581, 0.9997382760047913]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0044.png,1,fake,"[2.7458439944894053e-05, 0.9999725818634033]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0424.png,1,real,"[0.9974545836448669, 0.002545388415455818]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0071.png,1,real,"[1.0, 1.3516367658363698e-13]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0017.png,1,real,"[0.9292958974838257, 0.0707041397690773]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0394.png,1,fake,"[0.33092087507247925, 0.6690791249275208]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0445.png,1,real,"[0.9999971389770508, 2.9007321700191824e-06]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0939.png,1,real,"[0.9982976317405701, 0.00170235859695822]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0616.png,1,real,"[0.9999991655349731, 8.157193178703892e-07]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0347.png,1,real,"[0.9985619187355042, 0.0014381203800439835]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0224.png,1,real,"[0.99992835521698, 7.163701229728758e-05]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0690.png,1,real,"[0.9999637603759766, 3.618079790612683e-05]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0074.png,1,fake,"[1.5933345594021375e-06, 0.9999984502792358]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0255.png,1,real,"[0.9995574355125427, 0.0004425345396157354]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0260.png,1,fake,"[1.8859175554553076e-08, 1.0]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0937.png,1,real,"[0.9999996423721313, 3.642732337993948e-07]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0398.png,1,fake,"[6.33343806839548e-05, 0.9999366998672485]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0737.png,1,real,"[1.0, 1.548818140406638e-08]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0646.png,1,real,"[0.5989806056022644, 0.40101945400238037]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0272.png,1,fake,"[8.768774009855484e-13, 1.0]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0127.png,1,real,"[0.9998557567596436, 0.0001441750064259395]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0329.png,1,fake,"[0.03210189566016197, 0.9678980708122253]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0800.png,1,fake,"[0.1360681802034378, 0.8639318346977234]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0322.png,1,fake,"[0.07030266523361206, 0.9296973347663879]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0344.png,1,fake,"[0.1318865865468979, 0.8681134581565857]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0637.png,1,real,"[0.9999816417694092, 1.8335233107791282e-05]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0749.png,1,real,"[1.0, 1.1327607740696521e-09]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0023.png,1,real,"[1.0, 2.2572164581902143e-08]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0497.png,1,real,"[1.0, 5.56550113070195e-15]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0950.png,1,fake,"[0.001382131245918572, 0.9986178874969482]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0414.png,1,real,"[1.0, 3.567339826315852e-11]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0464.png,1,real,"[0.9490088224411011, 0.05099111795425415]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0516.png,1,fake,"[0.00034109174157492816, 0.9996589422225952]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0710.png,1,fake,"[2.0346853701996344e-42, 1.0]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0702.png,1,fake,"[0.1015518456697464, 0.89844810962677]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0754.png,1,fake,"[4.419577635417227e-06, 0.9999955892562866]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0151.png,1,real,"[0.9389600157737732, 0.06103992834687233]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0931.png,1,real,"[0.9773886203765869, 0.022611374035477638]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0682.png,1,fake,"[0.2566433250904083, 0.7433567047119141]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0075.png,1,real,"[0.9999852180480957, 1.4806872968620155e-05]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0027.png,1,real,"[0.9999998807907104, 1.408160557048177e-07]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0814.png,1,real,"[0.9993935823440552, 0.0006063706241548061]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0150.png,1,real,"[1.0, 2.090012191091617e-10]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0376.png,1,real,"[0.6659218668937683, 0.3340781033039093]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0719.png,1,fake,"[6.017658961354755e-06, 0.9999940395355225]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0040.png,1,fake,"[0.055070601403713226, 0.9449294209480286]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0650.png,1,real,"[0.9999823570251465, 1.7593225493328646e-05]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0555.png,1,fake,"[0.007566105108708143, 0.9924339056015015]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0891.png,1,real,"[0.9999997615814209, 2.3917345970403403e-07]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0980.png,1,real,"[0.9998884201049805, 0.00011161540896864608]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0853.png,1,real,"[0.9044920206069946, 0.09550800174474716]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0822.png,1,real,"[0.9934481978416443, 0.006551860366016626]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0880.png,1,real,"[0.9999992847442627, 6.6153540956293e-07]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0216.png,1,fake,"[0.0008598987478762865, 0.9991400241851807]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0587.png,1,real,"[0.8157607316970825, 0.18423929810523987]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0659.png,1,real,"[0.942931056022644, 0.05706890672445297]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0923.png,1,real,"[1.0, 1.184672238779827e-11]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0894.png,1,fake,"[0.0010805700439959764, 0.9989194869995117]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0371.png,1,fake,"[0.07623772323131561, 0.923762321472168]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0039.png,1,real,"[0.9990898370742798, 0.0009101975010707974]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0940.png,1,real,"[1.0, 2.1608088582314444e-12]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0818.png,1,real,"[1.0, 3.132645184922289e-12]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0377.png,1,fake,"[0.0006262374809011817, 0.999373733997345]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0873.png,1,fake,"[0.029142506420612335, 0.9708575010299683]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0548.png,1,real,"[0.9996123909950256, 0.00038764424971304834]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0840.png,1,real,"[0.9997215867042542, 0.0002784421667456627]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0360.png,1,fake,"[0.152938574552536, 0.8470614552497864]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0160.png,1,fake,"[4.880111863130508e-35, 1.0]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0391.png,1,fake,"[1.673011684033554e-05, 0.9999833106994629]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0971.png,1,real,"[1.0, 3.184946706369374e-08]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0493.png,1,real,"[0.999875545501709, 0.00012448635243345052]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0927.png,1,fake,"[0.11003845185041428, 0.8899616003036499]"
/mnt/md0/beck/datasets/benchmarks/faceforensics_benchmark_images/0717.png,1,real,"[0.9999998807907104, 1.0212922063601582e-07]"
